filename,polygon,zip_url
BENE09.laz,49.7764 14.6982 49.7764 14.7363 49.7972 14.7363 49.7972 14.6982 49.7764 14.6982,https://openzu.cuzk.cz/opendata/DMR5G/epsg-5514/BENE09.zip
BENE10.laz,49.9338 14.6304 49.9338 14.6686 49.9547 14.6686 49.9547 14.6304 49.9338 14.6304,https://openzu.cuzk.cz/opendata/DMR5G/epsg-5514/BENE10.zip
BENE11.laz,49.916 14.6341 49.916 14.6723 49.9368 14.6723 49.9368 14.6341 49.916 14.6341,https://openzu.cuzk.cz/opendata/DMR5G/epsg-5514/BENE11.zip
BENE12.laz,49.8982 14.6378 49.8982 14.676 49.919 14.676 49.919 14.6378 49.8982 14.6378,https://openzu.cuzk.cz/opendata/DMR5G/epsg-5514/BENE12.zip
BENE14.laz,49.8626 14.6452 49.8626 14.6834 49.8834 14.6834 49.8834 14.6452 49.8626 14.6452,https://openzu.cuzk.cz/opendata/DMR5G/epsg-5514/BENE14.zip
BENE16.laz,49.8269 14.6526 49.8269 14.6908 49.8477 14.6908 49.8477 14.6526 49.8269 14.6526,https://openzu.cuzk.cz/opendata/DMR5G/epsg-5514/BENE16.zip
BENE17.laz,49.8091 14.6564 49.8091 14.6945 49.8299 14.6945 49.8299 14.6564 49.8091 14.6564,https://openzu.cuzk.cz/opendata/DMR5G/epsg-5514/BENE17.zip
BENE19.laz,49.7734 14.6638 49.7734 14.7019 49.7943 14.7019 49.7943 14.6638 49.7734 14.6638,https://openzu.cuzk.cz/opendata/DMR5G/epsg-5514/BENE19.zip
BENE21.laz,49.913 14.5996 49.913 14.6378 49.9338 14.6378 49.9338 14.5996 49.913 14.5996,https://openzu.cuzk.cz/opendata/DMR5G/epsg-5514/BENE21.zip
BENE22.laz,49.8952 14.6033 49.8952 14.6415 49.916 14.6415 49.916 14.6033 49.8952 14.6033,https://openzu.cuzk.cz/opendata/DMR5G/epsg-5514/BENE22.zip
